(written by ASE)

50 atoms
1 atom types

0.0      12.300000000000001  xlo xhi
0.0      10.652112466548596  ylo yhi
0.0                     100  zlo zhi
    -6.1500000000000004                       0                       0  xy xz yz

Atoms # atomic

     1   1                       0                       0                      50
     2   1                    1.23     0.71014083110323967                      50
     3   1                   -1.23      2.1304224933097191                      50
     4   1                       0      2.8405633244129587                      50
     5   1                   -2.46      4.2608449866194382                      50
     6   1                   -1.23      4.9709858177226778                      50
     7   1     -3.6899999999999999      6.3912674799291569                      50
     8   1                   -2.46      7.1014083110323964                      50
     9   1     -4.9199999999999999      8.5216899732388764                      50
    10   1     -3.6899999999999999      9.2318308043421169                      50
    11   1                    2.46                       0                      50
    12   1      3.6899999999999999     0.71014083110323967                      50
    13   1                    1.23      2.1304224933097191                      50
    14   1                    2.46      2.8405633244129587                      50
    15   1                       0      4.2608449866194382                      50
    16   1                    1.23      4.9709858177226778                      50
    17   1                   -1.23      6.3912674799291569                      50
    18   1                       0      7.1014083110323964                      50
    19   1                   -2.46      8.5216899732388764                      50
    20   1                   -1.23      9.2318308043421169                      50
    21   1      4.9199999999999999                       0                      50
    22   1      6.1500000000000004     0.71014083110323967                      50
    23   1      3.6899999999999999      2.1304224933097191                      50
    24   1      4.9199999999999999      2.8405633244129587                      50
    25   1                    2.46      4.2608449866194382                      50
    26   1      3.6899999999999999      4.9709858177226778                      50
    27   1                    1.23      6.3912674799291569                      50
    28   1                    2.46      7.1014083110323964                      50
    29   1                       0      8.5216899732388764                      50
    30   1                    1.23      9.2318308043421169                      50
    31   1      7.3799999999999999                       0                      50
    32   1      8.6099999999999994     0.71014083110323967                      50
    33   1      6.1500000000000004      2.1304224933097191                      50
    34   1      7.3800000000000008      2.8405633244129587                      50
    35   1      4.9199999999999999      4.2608449866194382                      50
    36   1      6.1500000000000004      4.9709858177226778                      50
    37   1      3.6899999999999999      6.3912674799291569                      50
    38   1      4.9199999999999999      7.1014083110323964                      50
    39   1                    2.46      8.5216899732388764                      50
    40   1      3.6899999999999999      9.2318308043421169                      50
    41   1      9.8399999999999999                       0                      50
    42   1                   11.07     0.71014083110323967                      50
    43   1      8.6099999999999994      2.1304224933097191                      50
    44   1      9.8399999999999999      2.8405633244129587                      50
    45   1      7.3799999999999999      4.2608449866194382                      50
    46   1      8.6099999999999994      4.9709858177226778                      50
    47   1      6.1500000000000004      6.3912674799291569                      50
    48   1      7.3800000000000008      7.1014083110323964                      50
    49   1      4.9199999999999999      8.5216899732388764                      50
    50   1      6.1500000000000004      9.2318308043421169                      50
