# Tetrahedron method
       13.5488347846        0.0907378258        0.0907378258
       13.8448859856        0.1354854206        0.1354854206
       14.1409371867        0.0634338623        0.0634338623
       14.4369883878        0.0598723133        0.0598723133
       14.7330395888        0.0436406724        0.0436406724
       15.0290907899        0.0397584461        0.0397584461
       15.3251419909        0.0437184743        0.0437184743
       15.6211931920        0.0306105012        0.0306105012
       15.9172443931        0.0324567143        0.0324567143
       16.2132955941        0.0338632060        0.0338632060
       16.5093467952        0.0432635498        0.0432635498
       16.8053979962        0.0504827615        0.0504827615
       17.1014491973        0.0570574935        0.0570574935
       17.3975003984        0.0689082480        0.0689082480
       17.6935515994        0.0722921387        0.0722921387
       17.9896028005        0.0857564455        0.0857564455
       18.2856540015        0.1066835143        0.1066835143
       18.5817052026        0.1336064986        0.1336064986
       18.8777564037        0.1056682220        0.1056682220
       19.1738076047        0.1134812374        0.1134812374
       19.4698588058        0.1058691753        0.1058691753
       19.7659100068        0.1129949867        0.1129949867
       20.0619612079        0.1016116688        0.1016116688
       20.3580124090        0.0896446909        0.0896446909
       20.6540636100        0.0804196254        0.0804196254
       20.9501148111        0.0792032671        0.0792032671
       21.2461660121        0.0843264230        0.0843264230
       21.5422172132        0.0849456010        0.0849456010
       21.8382684142        0.0841452078        0.0841452078
       22.1343196153        0.0825898002        0.0825898002
       22.4303708164        0.0919346937        0.0919346937
       22.7264220174        0.1008507385        0.1008507385
       23.0224732185        0.0906227839        0.0906227839
       23.3185244195        0.0931480549        0.0931480549
       23.6145756206        0.1854601291        0.1854601291
       23.9106268217        0.0857911172        0.0857911172
       24.2066780227        0.0291149232        0.0291149232
       24.5027292238        0.0496500780        0.0496500780
       24.7987804248        0.1484165073        0.1484165073
       25.0948316259        0.1041026508        0.1041026508
       25.3908828270        0.1077404739        0.1077404739
       25.6869340280        0.1120099087        0.1120099087
       25.9829852291        0.1170926816        0.1170926816
       26.2790364301        0.0321211416        0.0321211416
       26.5750876312        0.0312198543        0.0312198543
       26.8711388323        0.0308058980        0.0308058980
       27.1671900333        0.0304242157        0.0304242157
       27.4632412344        0.0297400553        0.0297400553
       27.7592924354        0.0298532690        0.0298532690
       28.0553436365        0.0305547347        0.0305547347
       28.3513948376        0.0292676648        0.0292676648
       28.6474460386        0.0291441171        0.0291441171
       28.9434972397        0.0290691957        0.0290691957
       29.2395484407        0.0298678135        0.0298678135
       29.5355996418        0.0200487530        0.0200487530
       29.8316508429        0.0202981941        0.0202981941
       30.1277020439        0.0205641342        0.0205641342
       30.4237532450        0.0217841709        0.0217841709
       30.7198044460        0.0230041618        0.0230041618
       31.0158556471        0.0235215330        0.0235215330
       31.3119068482        0.0238584841        0.0238584841
       31.6079580492        0.0241844040        0.0241844040
       31.9040092503        0.0253062508        0.0253062508
       32.2000604513        0.0268479015        0.0268479015
       32.4961116524        0.0274348909        0.0274348909
       32.7921628534        0.0280092787        0.0280092787
       33.0882140545        0.0287261872        0.0287261872
       33.3842652556        0.0300900636        0.0300900636
       33.6803164566        0.0316381323        0.0316381323
       33.9763676577        0.0324838386        0.0324838386
       34.2724188587        0.0326460011        0.0326460011
       34.5684700598        0.0345005885        0.0345005885
       34.8645212609        0.0362700848        0.0362700848
       35.1605724619        0.0370998058        0.0370998058
       35.4566236630        0.0388912996        0.0388912996
       35.7526748640        0.0430758680        0.0430758680
       36.0487260651        0.0559742662        0.0559742662
       36.3447772662        0.0439865518        0.0439865518
       36.6408284672        0.0326548250        0.0326548250
       36.9368796683        0.0301851293        0.0301851293
       37.2329308693        0.0339112201        0.0339112201
       37.5289820704        0.0323635196        0.0323635196
       37.8250332715        0.0341665688        0.0341665688
       38.1210844725        0.0362465436        0.0362465436
       38.4171356736        0.0413299758        0.0413299758
       38.7131868746        0.0737067348        0.0737067348
       39.0092380757        0.0377809202        0.0377809202
       39.3052892768        0.0432909145        0.0432909145
       39.6013404778        0.0385756732        0.0385756732
       39.8973916789        0.0834482579        0.0834482579
       40.1934428799        0.0500924711        0.0500924711
       40.4894940810        0.0580076843        0.0580076843
       40.7855452821        0.0905119589        0.0905119589
       41.0815964831        0.0925064485        0.0925064485
       41.3776476842        0.1004873061        0.1004873061
       41.6736988852        0.1276592160        0.1276592160
       41.9697500863        0.1293279996        0.1293279996
       42.2658012874        0.1776343817        0.1776343817
       42.5618524884        0.2070155368        0.2070155368
       42.8579036895        0.1965583703        0.1965583703
       43.1539548905        0.1604825037        0.1604825037
       43.4500060916        0.1303746825        0.1303746825
       43.7460572926        0.1194741548        0.1194741548
       44.0421084937        0.1023869203        0.1023869203
       44.3381596948        0.0966763519        0.0966763519
       44.6342108958        0.0919350350        0.0919350350
       44.9302620969        0.0885343392        0.0885343392
       45.2263132979        0.0851148895        0.0851148895
       45.5223644990        0.0946423236        0.0946423236
       45.8184157001        0.1350611119        0.1350611119
       46.1144669011        0.0855492519        0.0855492519
       46.4105181022        0.0714843711        0.0714843711
